Date,stocktotal,stockgasoline,stockdistilled,pricegasoline,pricedistilled,consgasoline,consdistilled,gdp
"May 04, 2001",200025,151290,103058,73038,61740,60655,27636,10638.4
"May 11, 2001",204069,153533,102944,73416,62622,57925,25158,10638.4
"May 18, 2001",203706,153249,102129,72408,62748,62419,25354,10638.4
"May 25, 2001",208032,157777,104298,73038,64218,57890,24759,10638.4
"Jun 01, 2001",210265,158401,108131,72030,63588,61663,22806,10638.4
"Jun 08, 2001",216010,162781,107435,70896,62412,58996,27244,10638.4
"Jun 15, 2001",219666,166958,109111,69048,62160,58751,24129,10638.4
"Jun 22, 2001",220745,167780,111191,66486,60774,62447,23506,10638.4
"Jun 29, 2001",221633,169089,112783,63840,59094,63252,26026,10638.4
"Jul 06, 2001",221549,169889,116413,62328,58464,60354,23709,10639.5
"Jul 13, 2001",217832,167527,119064,61278,57960,63665,24339,10639.5
"Jul 20, 2001",214521,166806,120571,60480,56616,64232,25487,10639.5
"Jul 27, 2001",211313,164154,121539,59976,56574,63049,25753,10639.5
"Aug 03, 2001",207789,161365,121671,59598,56490,62713,27720,10639.5
"Aug 10, 2001",204627,159441,120823,60228,57414,60697,27587,10639.5
"Aug 17, 2001",202069,158868,120869,61614,58548,63245,26012,10639.5
"Aug 24, 2001",195874,155008,120737,63966,60984,62601,26579,10639.5
"Aug 31, 2001",194690,151370,120383,66318,62496,60284,25998,10639.5
"Sep 07, 2001",195380,150976,121258,65604,62664,59703,25893,10639.5
"Sep 14, 2001",192331,146965,123349,65688,64134,62783,23044,10639.5
"Sep 21, 2001",200823,155051,121735,63924,61866,54838,27398,10639.5
"Sep 28, 2001",203912,157161,122658,61110,58380,59598,26082,10639.5
"Oct 05, 2001",206117,158960,124602,58506,57582,59500,25557,10701.3
"Oct 12, 2001",208339,160464,126560,56742,56826,61362,26012,10701.3
"Oct 19, 2001",208908,161542,127456,54894,55356,60333,26047,10701.3
"Oct 26, 2001",208308,161141,127931,53634,55020,60914,28287,10701.3
"Nov 02, 2001",206944,161772,128217,52458,54222,61579,27398,10701.3
"Nov 09, 2001",205335,160287,130744,51408,53298,61397,25473,10701.3
"Nov 16, 2001",206682,160826,130533,50736,52584,60284,28329,10701.3
"Nov 23, 2001",207701,159484,135638,49056,51366,62076,25207,10701.3
"Nov 30, 2001",212099,161992,137974,48258,50148,59619,25872,10701.3
"Dec 07, 2001",211201,161424,140284,47712,49266,58289,25788,10701.3
"Dec 14, 2001",210320,160692,138701,46242,48006,60354,28504,10701.3
"Dec 21, 2001",207036,157866,137041,46746,48468,62216,27958,10701.3
"Dec 28, 2001",207914,157680,137642,47754,49098,62020,26649,10701.3
"Jan 04, 2002",207726,159544,142247,48384,49056,58016,22120,10834.4
"Jan 11, 2002",210500,161279,141942,48384,48678,58513,27062,10834.4
"Jan 18, 2002",214055,164215,139013,48132,47880,56343,27979,10834.4
"Jan 25, 2002",216656,165963,138842,47964,48048,57288,24577,10834.4
"Feb 01, 2002",216355,165964,137335,48594,48048,57561,27258,10834.4
"Feb 08, 2002",217358,167554,137531,48216,48426,56819,25431,10834.4
"Feb 15, 2002",216883,166149,135683,48594,48552,58996,27237,10834.4
"Feb 22, 2002",215753,162683,132702,48594,48468,61103,28210,10834.4
"Mar 01, 2002",212674,160833,130840,49770,49266,61474,26796,10834.4
"Mar 08, 2002",211544,160536,127987,53004,51072,57939,26215,10834.4
"Mar 15, 2002",209080,157602,125476,55776,52542,60991,26005,10834.4
"Mar 22, 2002",207157,156157,122525,58044,53802,60347,26166,10834.4
"Mar 29, 2002",211521,159088,119675,59304,54390,58702,27860,10834.4
"Apr 05, 2002",212602,158183,121161,61068,55566,62055,24066,10934.8
"Apr 12, 2002",211127,157778,120086,60732,55440,61880,26866,10934.8
"Apr 19, 2002",210555,159686,119718,60732,54768,60788,26159,10934.8
"Apr 26, 2002",211946,162451,120191,60270,54684,60893,25270,10934.8
"May 03, 2002",214108,165915,121497,60354,54810,59647,26439,10934.8
"May 10, 2002",217207,167849,122454,60102,54558,59836,26292,10934.8
"May 17, 2002",216094,167437,123915,60438,54978,64330,24115,10934.8
"May 24, 2002",218100,169134,124930,60018,54936,60795,25858,10934.8
"May 31, 2002",215916,168792,127479,60186,54600,61446,23863,10934.8
"Jun 07, 2002",214362,165674,129215,59514,54012,63028,23800,10934.8
"Jun 14, 2002",215229,166139,129490,59598,53550,61397,25186,10934.8
"Jun 21, 2002",216405,167457,128645,59850,53802,61264,26642,10934.8
"Jun 28, 2002",216434,167685,128297,60186,54138,64204,27244,10934.8
"Jul 05, 2002",214720,165631,131376,59766,54348,63028,23828,11037.1
"Jul 12, 2002",213232,165378,133471,60270,54600,62895,24255,11037.1
"Jul 19, 2002",212591,166012,133267,60942,55062,63392,25368,11037.1
"Jul 26, 2002",211591,164851,134446,60774,54726,63651,24157,11037.1
"Aug 02, 2002",212470,163383,135092,60354,54768,65079,24234,11037.1
"Aug 09, 2002",207965,161095,133960,60270,54726,64890,24948,11037.1
"Aug 16, 2002",208743,162288,133385,60228,55986,62573,25102,11037.1
"Aug 23, 2002",206761,161526,131575,60648,57540,64211,27034,11037.1
"Aug 30, 2002",205330,158731,129635,60312,58296,63945,27104,11037.1
"Sep 06, 2002",205598,160442,133567,60354,58632,61908,22624,11037.1
"Sep 13, 2002",204987,157666,131385,60564,59388,62293,26817,11037.1
"Sep 20, 2002",207222,158923,129820,60312,59514,60375,26502,11037.1
"Sep 27, 2002",208421,160496,130066,61110,60396,60074,24367,11037.1
"Oct 04, 2002",205280,158341,127357,62160,61320,62265,28203,11103.8
"Oct 11, 2002",198979,152071,125426,62202,61362,63630,24311,11103.8
"Oct 18, 2002",195357,150025,125577,62958,61698,60571,25088,11103.8
"Oct 25, 2002",194311,148487,123752,62370,61152,63154,28686,11103.8
"Nov 01, 2002",192146,146777,121897,62538,60564,65268,28042,11103.8
"Nov 08, 2002",194044,148296,121436,62160,59934,61313,26502,11103.8
"Nov 15, 2002",193499,149096,122851,60942,59010,59780,25340,11103.8
"Nov 22, 2002",197419,152616,119961,59766,59010,60669,30912,11103.8
"Nov 29, 2002",199962,151922,119838,59136,59094,63420,28728,11103.8
"Dec 06, 2002",203240,155005,123261,58968,59010,60312,26446,11103.8
"Dec 13, 2002",203149,154935,124738,59094,58842,61978,29715,11103.8
"Dec 20, 2002",205370,157748,124919,60606,60480,63441,28931,11103.8
"Dec 27, 2002",204956,157226,126823,62328,62622,62923,27790,11103.8
"Jan 03, 2003",209828,161878,129748,62454,63042,58877,25879,11230.1
"Jan 10, 2003",215582,165875,132294,62832,62076,58345,25802,11230.1
"Jan 17, 2003",216270,164569,129240,63084,62160,60515,28154,11230.1
"Jan 24, 2003",212980,160906,122386,63630,62664,61551,31465,11230.1
"Jan 31, 2003",209613,155712,112056,65898,64764,59857,34482,11230.1
"Feb 07, 2003",212649,158714,108220,69258,69804,56742,29085,11230.1
"Feb 14, 2003",211206,157759,103581,71442,71568,59178,32473,11230.1
"Feb 21, 2003",208095,153817,99053,71358,71778,60333,31346,11230.1
"Feb 28, 2003",206086,153243,96539,72492,73626,58947,30233,11230.1
"Mar 07, 2003",202008,148288,98317,73584,74382,63140,28343,11230.1
"Mar 14, 2003",201083,147090,97226,74256,73584,60172,31682,11230.1
"Mar 21, 2003",198977,144878,99478,72744,69804,60662,26810,11230.1
"Mar 28, 2003",200721,145377,97892,71064,67284,57988,28455,11230.1
"Apr 04, 2003",202182,146294,96120,70266,65268,59206,28392,11370.7
"Apr 11, 2003",201947,144671,95721,68838,64638,60480,25550,11370.7
"Apr 18, 2003",201174,145830,96063,67956,64218,61159,26691,11370.7
"Apr 25, 2003",205592,149875,95862,67200,63336,58506,26887,11370.7
"May 02, 2003",207794,150733,97303,65352,62328,61838,27216,11370.7
"May 09, 2003",208644,152144,99878,64428,60648,62258,25459,11370.7
"May 16, 2003",208377,152312,102701,64638,60606,62944,25291,11370.7
"May 23, 2003",205034,150413,101519,64176,60228,65093,27671,11370.7
"May 30, 2003",207281,153167,104514,63588,59766,59612,25424,11370.7
"Jun 06, 2003",209853,156422,107331,64260,59724,59703,25256,11370.7
"Jun 13, 2003",209124,155942,109419,65436,60144,62160,27258,11370.7
"Jun 20, 2003",208204,155325,109410,64554,59766,61831,26845,11370.7
"Jun 27, 2003",204960,152084,109727,64176,59640,66332,25837,11370.7
"Jul 04, 2003",205486,151164,109192,64260,59976,63350,27587,11625.1
"Jul 11, 2003",209422,155193,114685,65646,60270,61341,21217,11625.1
"Jul 18, 2003",207820,154503,115199,65772,60438,64239,25515,11625.1
"Jul 25, 2003",204496,151038,117388,65436,60396,66941,23940,11625.1
"Aug 01, 2003",201784,149417,119051,66192,61026,65121,27118,11625.1
"Aug 08, 2003",198147,146566,119918,67662,62664,65667,25662,11625.1
"Aug 15, 2003",196850,146806,121129,70056,62916,65275,25515,11625.1
"Aug 22, 2003",191179,142513,121786,75054,63126,67676,26173,11625.1
"Aug 29, 2003",191898,142937,124732,75012,63042,65359,24521,11625.1
"Sep 05, 2003",192579,144252,128390,73836,62496,62202,23989,11625.1
"Sep 12, 2003",195322,144766,131332,73038,61782,62818,25032,11625.1
"Sep 19, 2003",196822,144651,131235,70812,60648,64162,26992,11625.1
"Sep 26, 2003",199174,148003,131273,68670,60018,60830,26999,11625.1
"Oct 03, 2003",197986,146121,131460,67914,60690,64330,26810,11816.8
"Oct 10, 2003",194579,143615,129839,67662,62286,64092,28028,11816.8
"Oct 17, 2003",195986,145383,132449,67704,63084,61278,23891,11816.8
"Oct 24, 2003",193809,143830,134013,66528,62790,65891,25459,11816.8
"Oct 31, 2003",191334,140694,132693,66234,62202,65212,28812,11816.8
"Nov 07, 2003",192267,140230,131191,64974,61992,62965,28294,11816.8
"Nov 14, 2003",192194,138830,128908,64680,62202,64624,29449,11816.8
"Nov 21, 2003",193653,141117,128304,65268,62622,61075,28357,11816.8
"Nov 28, 2003",197110,142923,131084,64386,61992,62853,25242,11816.8
"Dec 05, 2003",200472,145263,132118,63798,62202,61432,26628,11816.8
"Dec 12, 2003",202377,146250,130747,63378,62412,62510,28931,11816.8
"Dec 19, 2003",202987,145441,128435,64176,63168,64162,29435,11816.8
"Dec 26, 2003",203619,146896,129145,63882,63084,61082,27349,11816.8
"Jan 02, 2004",206308,148198,135515,65184,63126,60802,22743,11988.4
"Jan 09, 2004",208416,148626,138321,67326,65142,58877,23772,11988.4
"Jan 16, 2004",209484,148799,135469,68754,65478,58982,30744,11988.4
"Jan 23, 2004",206040,146513,131023,69888,66822,59801,32844,11988.4
"Jan 30, 2004",205593,145671,124152,69720,66402,59598,33012,11988.4
"Feb 06, 2004",204417,144926,118258,70602,65856,60389,32095,11988.4
"Feb 13, 2004",205023,143630,112470,70980,66528,61089,32928,11988.4
"Feb 20, 2004",203378,142821,111380,72660,66990,61572,29120,11988.4
"Feb 27, 2004",202014,140768,111309,73836,67998,62790,27419,11988.4
"Mar 05, 2004",200420,138269,112747,74760,68376,62776,26467,11988.4
"Mar 12, 2004",199626,136542,111767,74214,67914,63308,27503,11988.4
"Mar 19, 2004",199523,137080,110415,74970,68922,61726,27783,11988.4
"Mar 26, 2004",200885,138908,109739,75600,68964,61117,26005,11988.4
"Apr 02, 2004",200057,138345,105185,76524,69216,64743,31787,12181.4
"Apr 09, 2004",197451,134452,103896,76734,70518,65366,27041,12181.4
"Apr 16, 2004",199083,136482,104632,77826,72408,62811,28287,12181.4
"Apr 23, 2004",199958,135163,104787,77826,72156,64785,28336,12181.4
"Apr 30, 2004",203996,135486,107219,79128,72114,62482,26957,12181.4
"May 07, 2004",202450,136274,107527,83118,73290,65611,27552,12181.4
"May 14, 2004",203674,137671,109178,86310,74046,63833,27062,12181.4
"May 21, 2004",203017,138093,108667,88368,73962,64078,28420,12181.4
"May 28, 2004",204279,138008,108936,87864,73332,64813,28693,12181.4
"Jun 04, 2004",206432,139140,108331,87150,72828,63315,28728,12181.4
"Jun 11, 2004",205943,137683,109758,85218,71862,64533,27167,12181.4
"Jun 18, 2004",205134,137055,110389,83202,71400,64358,27195,12181.4
"Jun 25, 2004",205148,137238,110918,82530,71400,64393,28371,12181.4
"Jul 02, 2004",206108,136473,114024,81438,72072,65786,27496,12367.7
"Jul 09, 2004",205903,136556,116729,82278,73080,65100,26950,12367.7
"Jul 16, 2004",208420,138818,118421,82782,73248,61880,27069,12367.7
"Jul 23, 2004",207651,138210,119091,81816,73668,65170,27496,12367.7
"Jul 30, 2004",210108,139087,121152,81060,74760,64841,27419,12367.7
"Aug 06, 2004",208296,136311,122490,80640,76188,66304,28063,12367.7
"Aug 13, 2004",205742,134810,124567,80514,76650,66647,27944,12367.7
"Aug 20, 2004",205743,134075,125050,80892,78708,65968,28616,12367.7
"Aug 27, 2004",206552,134512,126355,80178,78582,64869,27650,12367.7
"Sep 03, 2004",204073,132983,126649,79506,78498,66171,28210,12367.7
"Sep 10, 2004",202493,132679,128321,79338,78708,64638,26397,12367.7
"Sep 17, 2004",199654,130672,126817,80136,80304,63035,27993,12367.7
"Sep 24, 2004",198846,129360,125487,82278,84504,62454,26159,12367.7
"Oct 01, 2004",199429,130512,123360,83160,86226,62405,28497,12562.2
"Oct 08, 2004",200616,130998,120923,85470,87864,62419,29659,12562.2
"Oct 15, 2004",199883,130396,119020,87234,91560,64239,29470,12562.2
"Oct 22, 2004",201163,133453,116576,87108,92904,62181,30576,12562.2
"Oct 29, 2004",201677,134012,115715,87192,92652,62839,29694,12562.2
"Nov 05, 2004",201270,134835,115578,85890,90846,64519,28266,12562.2
"Nov 12, 2004",200879,133928,114577,84588,89544,64659,29463,12562.2
"Nov 19, 2004",202741,136819,115607,83664,88872,62916,29449,12562.2
"Nov 26, 2004",205741,137786,117922,83538,88872,64428,28644,12562.2
"Dec 03, 2004",208096,138947,119299,82152,86898,63749,28560,12562.2
"Dec 10, 2004",209616,139982,119336,79506,83874,64876,29694,12562.2
"Dec 17, 2004",211381,140912,119920,78162,83328,63476,30667,12562.2
"Dec 24, 2004",212251,142898,119129,77196,83454,65303,31010,12562.2
"Dec 31, 2004",214327,143784,121099,76608,82194,65009,29232,12562.2
"Jan 07, 2005",215333,143972,122980,77154,81228,60970,29204,12813.7
"Jan 14, 2005",216969,143884,123764,78246,81984,60865,28357,12813.7
"Jan 21, 2005",214712,143082,121485,79632,82278,62167,31234,12813.7
"Jan 28, 2005",216342,143574,118598,82026,83664,61936,31696,12813.7
"Feb 04, 2005",216757,144083,115607,81984,83286,61859,30646,12813.7
"Feb 11, 2005",221678,146082,112516,81522,83412,61775,30499,12813.7
"Feb 18, 2005",223510,146641,111760,81816,84840,62286,28875,12813.7
"Feb 25, 2005",224483,147020,110022,82698,88956,62188,29085,12813.7
"Mar 04, 2005",224282,146262,109212,85680,91056,63098,30247,12813.7
"Mar 11, 2005",221352,142769,107273,88116,92148,63917,30611,12813.7
"Mar 18, 2005",217293,140115,104514,90258,94248,63483,30905,12813.7
"Mar 25, 2005",214358,137189,103438,92148,94458,63525,29638,12813.7
"Apr 01, 2005",212252,137560,104110,94836,96726,63665,29631,12974.1
"Apr 08, 2005",213100,137366,103993,97482,97272,63623,29736,12974.1
"Apr 15, 2005",211636,137960,104044,95760,94878,64190,29876,12974.1
"Apr 22, 2005",211306,138148,102601,95718,96138,65142,28630,12974.1
"Apr 29, 2005",213507,139486,102283,95634,95004,63168,29680,12974.1
"May 06, 2005",213694,140709,103978,93702,93534,64225,27391,12974.1
"May 13, 2005",214765,142633,103759,92652,91938,64883,29540,12974.1
"May 20, 2005",215374,143314,105655,91098,90552,66101,27503,12974.1
"May 27, 2005",216678,144327,106438,89922,90720,66227,29610,12974.1
"Jun 03, 2005",216647,142789,107729,90678,93828,66157,28399,12974.1
"Jun 10, 2005",215742,141181,110156,91266,95592,66696,29442,12974.1
"Jun 17, 2005",215939,140464,111530,92568,97146,65191,28070,12974.1
"Jun 24, 2005",216240,141976,113166,94794,98112,65569,28329,12974.1
"Jul 01, 2005",215266,141173,117233,95256,98616,68047,28770,13205.4
"Jul 08, 2005",212641,140739,120426,99498,101136,65737,27328,13205.4
"Jul 15, 2005",211322,136933,122652,99120,100464,65905,27377,13205.4
"Jul 22, 2005",209194,135558,125789,97986,98364,66143,28007,13205.4
"Jul 29, 2005",205177,132256,127274,98070,98616,67102,28980,13205.4
"Aug 05, 2005",203091,130543,129872,101220,101094,66381,27811,13205.4
"Aug 12, 2005",198122,127584,131063,108864,107814,65856,27874,13205.4
"Aug 19, 2005",194877,125928,132489,111468,108696,66297,28196,13205.4
"Aug 26, 2005",194369,125450,135234,111426,108780,65842,28357,13205.4
"Sep 02, 2005",190067,121646,134418,130914,121716,63189,27965,13205.4
"Sep 09, 2005",191959,123377,133313,126084,119574,60452,27342,13205.4
"Sep 16, 2005",195431,126026,134133,119070,114744,61733,27083,13205.4
"Sep 23, 2005",199831,129275,133560,119742,117516,61852,26845,13205.4
"Sep 30, 2005",195454,125509,128034,124950,132048,61880,28238,13205.4
"Oct 07, 2005",192803,124944,124627,121632,132300,61481,27363,13381.6
"Oct 14, 2005",195710,128366,122712,116550,132216,62727,27300,13381.6
"Oct 21, 2005",195869,128318,121090,111384,132594,62867,30051,13381.6
"Oct 28, 2005",196904,130442,120931,106176,120792,63315,28462,13381.6
"Nov 04, 2005",201127,131108,120847,101808,113316,64722,29435,13381.6
"Nov 11, 2005",200175,132132,123374,98364,109284,64057,27419,13381.6
"Nov 18, 2005",200413,134457,124539,94374,105546,63868,29092,13381.6
"Nov 25, 2005",199868,134784,127852,92400,104118,64323,28021,13381.6
"Dec 02, 2005",202609,135649,130589,92022,101850,64547,28658,13381.6
"Dec 09, 2005",204375,136215,130501,93576,102312,64876,29792,13381.6
"Dec 16, 2005",204074,135260,127680,94710,103404,65282,32550,13381.6
"Dec 23, 2005",202853,134105,126790,94122,102816,64743,31234,13381.6
"Dec 30, 2005",204259,133972,128904,95802,102564,65506,28119,13381.6
"Jan 06, 2006",208778,135551,133766,99582,104370,62650,28252,13648.9
"Jan 13, 2006",211635,137077,134677,99372,102858,62013,28917,13648.9
"Jan 20, 2006",214763,138781,136466,100044,103824,61782,29750,13648.9
"Jan 27, 2006",219044,140897,136268,100884,104538,62153,29169,13648.9
"Feb 03, 2006",223344,143043,135955,100296,104958,62769,29582,13648.9
"Feb 10, 2006",225459,143323,136862,97902,103992,63581,29582,13648.9
"Feb 17, 2006",225648,142351,135602,96012,103110,63322,30506,13648.9
"Feb 24, 2006",225867,141578,134096,96516,103782,62657,29785,13648.9
"Mar 03, 2006",224765,139862,131436,99666,106890,63399,30492,13648.9
"Mar 10, 2006",223884,139722,127542,101136,106806,63742,31066,13648.9
"Mar 17, 2006",221563,136935,126672,107016,108402,63700,28532,13648.9
"Mar 24, 2006",216226,133923,124172,106764,107730,63378,28546,13648.9
"Mar 31, 2006",211782,129764,121608,110502,109914,63441,28273,13648.9
"Apr 07, 2006",207927,121761,117368,114534,111468,65079,29883,13799.8
"Apr 14, 2006",202482,116294,114580,118776,116130,63700,27965,13799.8
"Apr 21, 2006",200594,115416,115596,124320,120792,63084,27293,13799.8
"Apr 28, 2006",202708,113922,114530,124572,121632,63693,29197,13799.8
"May 05, 2006",205050,114290,114700,124110,121674,65422,29393,13799.8
"May 12, 2006",206375,114826,114580,125664,122640,65289,28875,13799.8
"May 19, 2006",208483,117668,117057,123396,121296,64351,27580,13799.8
"May 26, 2006",209277,119635,118892,122346,121044,66010,28994,13799.8
"Jun 02, 2006",210331,120581,120653,123354,121380,65569,28112,13799.8
"Jun 09, 2006",213146,121242,122759,123942,122556,65891,28560,13799.8
"Jun 16, 2006",213440,122302,124450,122514,122430,66003,28609,13799.8
"Jun 23, 2006",212350,122234,126287,122388,120414,66780,28637,13799.8
"Jun 30, 2006",213077,122082,127323,125118,121716,67515,28854,13799.8
"Jul 07, 2006",212651,120612,129899,126714,122556,67347,29274,13908.5
"Jul 14, 2006",214194,120857,131098,127386,122892,66983,29120,13908.5
"Jul 21, 2006",211030,119638,131897,128016,123732,67011,29057,13908.5
"Jul 28, 2006",210868,118285,132558,128100,125160,67473,28511,13908.5
"Aug 04, 2006",207659,116573,132422,129486,128310,67879,28168,13908.5
"Aug 11, 2006",205393,116155,133170,127974,128730,66710,27342,13908.5
"Aug 18, 2006",205795,115712,135481,124782,127386,66997,28735,13908.5
"Aug 25, 2006",206162,114857,136845,121506,127134,67270,29652,13908.5
"Sep 01, 2006",206880,114397,139947,116634,124614,67354,29162,13908.5
"Sep 08, 2006",206994,113503,144588,112140,119994,65576,28343,13908.5
"Sep 15, 2006",207554,113635,148670,107058,113946,64603,28945,13908.5
"Sep 22, 2006",213899,118060,151288,102018,108990,65009,28987,13908.5
"Sep 29, 2006",215052,118527,151466,99120,106932,63567,29533,13908.5
"Oct 06, 2006",215397,118733,149946,97020,105252,64694,30261,14066.4
"Oct 13, 2006",210175,117779,145399,95508,105126,65086,31675,14066.4
"Oct 20, 2006",207416,114456,143981,94710,106008,66577,29953,14066.4
"Oct 27, 2006",204617,112124,141258,95088,105714,66493,32130,14066.4
"Nov 03, 2006",204033,111178,138583,94332,105252,64792,30548,14066.4
"Nov 10, 2006",200252,110548,135018,95676,107184,63770,32221,14066.4
"Nov 17, 2006",201658,110431,133820,95970,107226,64043,29470,14066.4
"Nov 24, 2006",201069,109606,132818,96264,107814,65240,29652,14066.4
"Dec 01, 2006",200031,109832,132359,98364,109956,66339,29925,14066.4
"Dec 08, 2006",199857,110768,131914,98280,110082,65758,30100,14066.4
"Dec 15, 2006",200915,111063,133120,99372,109452,66437,30275,14066.4
"Dec 22, 2006",203853,114090,133592,100254,109032,64603,30457,14066.4
"Dec 29, 2006",209532,116176,135563,100044,108360,64729,29029,14066.4
"Jan 05, 2007",213295,118281,140965,98868,106554,64407,27853,14233.2
"Jan 12, 2007",216786,120762,141875,95760,103446,63420,27846,14233.2
"Jan 19, 2007",220795,122670,142625,93072,102060,63056,28749,14233.2
"Jan 26, 2007",224614,124064,139977,92946,101346,63630,31780,14233.2
"Feb 02, 2007",227214,124879,136345,93954,102270,63952,32557,14233.2
"Feb 09, 2007",225156,124374,133327,96054,103992,63427,32963,14233.2
"Feb 16, 2007",222115,123153,128290,98322,104622,64386,33138,14233.2
"Feb 23, 2007",220175,121956,124503,101976,107142,63847,32970,14233.2
"Mar 02, 2007",216425,118353,123172,107142,110292,64337,31486,14233.2
"Mar 09, 2007",213939,116483,120439,109410,112770,64106,31332,14233.2
"Mar 16, 2007",210489,115660,118729,110166,112602,64680,31234,14233.2
"Mar 23, 2007",210231,115334,118029,111510,112392,64750,30436,14233.2
"Mar 30, 2007",205201,112759,117952,115626,117180,66437,30016,14233.2
"Apr 06, 2007",199725,107475,118122,119616,119280,66304,30156,14422.3
"Apr 13, 2007",197007,105803,117327,122724,120834,64729,30996,14422.3
"Apr 20, 2007",194214,104676,117332,122514,119742,64141,29820,14422.3
"Apr 27, 2007",193099,103745,117134,126714,118062,64820,30023,14422.3
"May 04, 2007",193471,104471,118764,130074,117264,65408,28938,14422.3
"May 11, 2007",195235,105463,119756,132006,116466,65828,28644,14422.3
"May 18, 2007",196666,107079,120268,136836,117726,66031,29127,14422.3
"May 25, 2007",198027,108665,120415,136500,118314,66395,30345,14422.3
"Jun 01, 2007",201537,110262,122279,134400,117558,66465,28588,14422.3
"Jun 08, 2007",201540,111971,122566,131124,117264,66409,28553,14422.3
"Jun 15, 2007",203331,111943,122723,128394,117810,67137,28602,14422.3
"Jun 22, 2007",202582,112600,120448,127218,119070,67025,30737,14422.3
"Jun 29, 2007",204433,114073,121610,126210,118818,66899,28070,14422.3
"Jul 06, 2007",205576,113684,122370,127092,119658,67641,28252,14569.7
"Jul 13, 2007",203341,111751,122225,129864,121338,67970,28763,14569.7
"Jul 20, 2007",204134,111613,123653,126210,121338,67816,28301,14569.7
"Jul 27, 2007",204720,111482,126542,122892,121212,67634,28770,14569.7
"Aug 03, 2007",202997,110393,127516,121296,121716,67025,28770,14569.7
"Aug 10, 2007",201940,109976,127669,118482,119574,67004,29106,14569.7
"Aug 17, 2007",196231,108068,129025,118944,120456,68334,30016,14569.7
"Aug 24, 2007",192564,106695,129914,117432,120246,67382,29393,14569.7
"Aug 31, 2007",191083,105940,132170,119280,121506,67039,29505,14569.7
"Sep 07, 2007",190417,104741,133963,120204,122808,65751,28469,14569.7
"Sep 14, 2007",190834,105025,135527,119070,124488,64729,28210,14569.7
"Sep 21, 2007",191366,104045,137060,120120,127344,64645,28469,14569.7
"Sep 28, 2007",191325,103809,135887,119196,128016,63840,29925,14569.7
"Oct 05, 2007",193000,105425,135324,118482,127470,64400,31269,14685.3
"Oct 12, 2007",195768,105408,136318,118146,127638,64771,29141,14685.3
"Oct 19, 2007",193837,104718,134471,120666,129948,65611,29932,14685.3
"Oct 26, 2007",195132,105152,135279,122682,132594,65485,29092,14685.3
"Nov 02, 2007",194313,104541,135377,128520,138726,65569,29666,14685.3
"Nov 09, 2007",195027,104380,133412,132636,143850,64309,31640,14685.3
"Nov 16, 2007",195190,104516,131005,132216,143220,64554,32221,14685.3
"Nov 23, 2007",196628,104304,130916,132174,144648,65492,30310,14685.3
"Nov 30, 2007",200623,105392,132344,130746,143472,64862,29764,14685.3
"Dec 07, 2007",202241,106087,131534,128226,139650,65436,30380,14685.3
"Dec 14, 2007",205221,106784,129376,128100,138978,65009,32844,14685.3
"Dec 21, 2007",205857,105695,126608,127344,138936,66122,32564,14685.3
"Dec 28, 2007",207842,106527,127177,130368,140490,65002,30380,14685.3
"Jan 04, 2008",213063,107811,128693,132678,141792,65128,29561,14668.4
"Jan 11, 2008",215256,109073,129845,130998,139692,63812,29512,14668.4
"Jan 18, 2008",220341,111063,128543,128940,137340,62748,30429,14668.4
"Jan 25, 2008",223899,113237,127004,127260,136878,62580,29442,14668.4
"Feb 01, 2008",227487,114683,127139,127260,137760,62412,29183,14668.4
"Feb 08, 2008",229236,115681,126973,126462,137760,63140,29372,14668.4
"Feb 15, 2008",230264,115778,122527,129864,142632,63875,33775,14668.4
"Feb 22, 2008",232619,116545,119952,133560,149184,63315,29743,14668.4
"Feb 29, 2008",234276,117783,117625,134904,153636,63497,30254,14668.4
"Mar 07, 2008",235967,118680,116400,137466,160398,63917,28140,14668.4
"Mar 14, 2008",232520,117203,113490,139944,166908,63497,30394,14668.4
"Mar 21, 2008",229235,114653,111349,139020,167538,63812,29589,14668.4
"Mar 28, 2008",224710,111100,109720,140238,166488,65310,29624,14668.4
"Apr 04, 2008",221268,110463,106027,142002,166110,65002,31255,14813
"Apr 11, 2008",215751,107956,106079,144396,170478,65366,28476,14813
"Apr 18, 2008",212572,107399,104702,149394,174006,64505,30520,14813
"Apr 25, 2008",211089,107938,105831,153426,175434,64323,28952,14813
"May 02, 2008",211883,105407,105724,153846,174258,65177,29316,14813
"May 09, 2008",210168,103481,107062,158382,181902,65401,28868,14813
"May 16, 2008",209413,103778,107790,161280,188874,65513,29295,14813
"May 23, 2008",206155,103839,109431,167412,198366,65611,28546,14813
"May 30, 2008",209090,105616,111704,169092,197694,63903,28798,14813
"Jun 06, 2008",210088,105560,113981,171780,197064,65877,28175,14813
"Jun 13, 2008",208910,106241,116598,173628,197064,64757,28490,14813
"Jun 20, 2008",208757,106292,119421,173502,195216,65338,28280,14813
"Jun 27, 2008",210857,106707,120685,174132,195090,65499,30009,14813
"Jul 04, 2008",211766,106682,122501,174930,198534,65429,29904,14843
"Jul 11, 2008",214238,107192,125690,174888,200088,65408,28882,14843
"Jul 18, 2008",217085,108249,128109,172956,198156,65394,28539,14843
"Jul 25, 2008",213560,105516,130505,168420,193326,66276,29393,14843
"Aug 01, 2008",209216,102600,133346,165270,189084,66388,29064,14843
